"","X","BD","year","yd","monthproxy","smax","zmax","delta","sanom","sb","zt","zb","N2","zn2","tmax","tt","tb","smax_yn","Name","NumofPoly","NumofSta","Region","Area","Type","lon","lat"
"3197",3196,65,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8417,41.885
"3198",3197,69,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8,41.7383
"3199",3198,73,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.5767,41.7533
"3200",3199,85,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.4233,41.885
"3201",3200,75,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6417,41.9483
"3202",3201,80,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.5183,42.035
"3203",3202,84,1993,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.335,42.0383
"3205",3204,93,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.125,41.9383
"3206",3205,92,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1267,41.805
"3207",3206,108,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-65.9233,41.805
"3208",3207,103,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-65.98,41.625
"3209",3208,87,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.27,41.72
"3210",3209,86,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.53,41.5483
"3211",3210,71,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8283,41.4817
"3212",3211,61,1993,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.1467,41.1817
"3246",3245,64,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9667,41.6683
"3247",3246,71,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8333,41.4883
"3248",3247,76,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7317,41.35
"3249",3248,86,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.525,41.5617
"3250",3249,74,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.57,41.75
"3251",3250,68,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8033,41.7367
"3252",3251,65,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8367,41.885
"3253",3252,58,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9533,41.9833
"3254",3253,76,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.635,41.9517
"3255",3254,86,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.4267,41.8867
"3256",3255,88,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.2517,41.72
"3257",3256,91,1993,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1267,41.805
"3258",3257,93,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1233,41.9333
"3260",3259,116,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-65.9183,41.8017
"3261",3260,101,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0833,41.565
"3262",3261,98,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.4,41.3517
"3263",3262,94,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.5183,41.0667
"3264",3263,73,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.93,41.035
"3270",3269,62,1993,343,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.13,41.1833
"3310",3309,64,1994,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9717,41.67
"3311",3310,71,1994,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8367,41.485
"3312",3311,75,1994,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7383,41.3467
"3413",3412,70,1994,51,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0183,41.12
"3414",3413,74,1994,51,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.85,41.2083
"3415",3414,84,1994,51,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.65,41.105
"3418",3417,90,1994,52,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.57,41.29
"3419",3418,69,1994,52,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8983,41.5067
"3660",3659,94,1994,98,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7183,40.9467
"3661",3660,89,1994,98,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.59,41.0783
"3663",3662,73,1994,98,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8167,41.3733
"3664",3663,70,1994,98,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.86,41.4933
"3665",3664,68,1994,98,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.99,41.4567
"3666",3665,65,1994,99,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.025,41.365
"3667",3666,66,1994,99,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.75,41.8517
"3668",3667,85,1994,99,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.39,41.8317
"3669",3668,80,1994,99,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.4183,41.75
"3670",3669,94,1994,99,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.2667,41.5483
"3671",3670,98,1994,100,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.32,41.3817
"3692",3691,67,1994,155,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0683,41.09
"3694",3693,72,1994,155,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8317,41.015
"3695",3694,66,1994,155,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9983,41.2933
"3697",3696,74,1994,156,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7967,41.4067
"3700",3699,98,1994,156,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.2983,41.385
"3702",3701,82,1994,156,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.46,41.585
"3704",3703,93,1994,157,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.145,41.6317
"3706",3705,92,1994,157,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1117,41.9483
"3707",3706,82,1994,157,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.4283,41.8717
"3709",3708,87,1994,157,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.3717,42.0283
"3711",3710,85,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9333,40.9333
"3712",3711,67,1994,157,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7683,41.7483
"3713",3712,72,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9667,41.0167
"3714",3713,76,1994,157,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.865,41.9267
"3715",3714,68,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0167,41.0833
"3716",3715,68,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0667,41.1667
"3717",3716,64,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.1167,41.2333
"3718",3717,67,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.005,41.4667
"3719",3718,68,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9533,41.3883
"3720",3719,71,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.915,41.32
"3721",3720,73,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8583,41.2383
"3722",3721,75,1994,124,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7833,41.1667
"3739",3738,81,1994,131,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9483,40.9617
"3740",3739,73,1994,131,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67,41.0333
"3741",3740,66,1994,131,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.05,41.1333
"3742",3741,65,1994,131,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0833,41.2167
"3743",3742,59,1994,131,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.1283,41.2833
"3786",3785,65,1994,140,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.1333,41.1
"3943",3942,96,1994,192,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6533,40.94
"3944",3943,64,1994,192,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0117,41.095
"3945",3944,64,1994,192,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.79,41.775
"3946",3945,61,1994,192,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9167,41.5717
"3947",3946,71,1994,192,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7633,41.4817
"3948",3947,68,1994,192,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8533,41.2267
"3949",3948,87,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.49,41.1483
"3950",3949,99,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.315,41.265
"3951",3950,82,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6517,41.31
"3952",3951,87,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.5133,41.4767
"3953",3952,96,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.14,41.5467
"3954",3953,107,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-65.9167,41.86
"3955",3954,88,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1533,41.7367
"3956",3955,76,1994,193,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6167,41.595
"3957",3956,80,1994,194,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.3483,41.9367
"3958",3957,71,1994,194,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.87,41.9117
"3959",3958,68,1994,194,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6483,41.935
"3977",3976,72,1994,236,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.7117,41.66
"3979",3978,82,1994,236,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.205,41.8267
"3984",3983,100,1994,236,4,35.783,39,42.0327868852459,0.529000000000003,35.254,20.9672131147541,63,0.00157774648996512,25,18.41,23.8836065573771,15.44,1,29,1,8,"GB",10194.647229,"BANK",-65.9817,41.72
"3985",3984,93,1994,236,4,34.58,9,10.6897689768977,0.299999999999997,34.28,1,11.6897689768977,0.00110509144825584,15,20.64,20.37,18.3816171617162,1,29,1,8,"GB",10194.647229,"BANK",-65.9967,41.825
"3986",3985,96,1994,236,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-65.9967,41.995
"3987",3986,92,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1683,42.0617
"3989",3988,88,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1667,42.0617
"3991",3990,90,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1733,41.7133
"3993",3992,95,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.155,41.5933
"3995",3994,90,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.32,41.4867
"3996",3995,84,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.33,41.665
"3997",3996,79,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.3317,41.8283
"3998",3997,78,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.3283,41.9817
"3999",3998,80,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.495,41.9183
"4000",3999,73,1994,237,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.4983,41.7467
"4001",4000,80,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.52,41.5667
"4002",4001,74,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6683,41.4983
"4003",4002,70,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.67,41.66
"4004",4003,62,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6667,41.8217
"4005",4004,72,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6667,42
"4006",4005,65,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.765,41.915
"4007",4006,67,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8333,41.7533
"4008",4007,65,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.8317,41.6067
"4009",4008,63,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.9983,41.5017
"4010",4009,59,1994,238,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0033,41.635
"4013",4012,69,1994,239,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0017,42.0017
"4022",4021,77,1994,240,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.295,42.015
"4023",4022,95,1994,240,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.08,41.9517
"4024",4023,94,1994,240,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0733,41.9517
"4025",4024,96,1994,240,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0517,41.93
"4026",4025,94,1994,240,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.08,42.0133
"4028",4027,97,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.055,42.0567
"4030",4029,95,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.05,41.9817
"4032",4031,95,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0883,42.065
"4033",4032,93,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1083,41.9917
"4034",4033,95,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.08,42.0717
"4035",4034,95,1994,241,4,33.084,26,1.68253968253968,0.215000000000003,32.869,25.3174603174603,27,0.00217409058086415,24,12.9,13.76,12.26,1,29,1,8,"GB",10194.647229,"BANK",-66.0533,42.005
"4036",4035,95,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1217,41.9867
"4038",4037,95,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.115,42.0667
"4040",4039,94,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0617,42.0333
"4041",4040,92,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1333,42.0133
"4043",4042,95,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0633,42.065
"4045",4044,96,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.11,42.0617
"4047",4046,96,1994,241,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0667,42.0667
"4049",4048,93,1994,242,4,32.885,43,4.36000000000001,0.226999999999997,32.658,39.64,44,0.00102972905325093,47,14.5,15.0652,13.75,1,29,1,8,"GB",10194.647229,"BANK",-66.1367,41.9933
"4051",4050,94,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0283,42
"4053",4052,94,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.135,42.005
"4055",4054,97,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.045,42.0167
"4057",4056,95,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1233,42.0333
"4059",4058,94,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0483,42.0167
"4061",4060,100,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.035,42.05
"4063",4062,95,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.13,42.0417
"4064",4063,95,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.135,42.045
"4066",4065,97,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0417,42.025
"4068",4067,98,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.0667,42.0667
"4070",4069,101,1994,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.005,41.7167
"4072",4071,100,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.005,41.63
"4074",4073,93,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.1633,41.6683
"4076",4075,78,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.3383,41.75
"4078",4077,79,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.5017,41.8533
"4080",4079,81,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.51,41.8567
"4082",4081,70,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.6667,41.9517
"4084",4083,65,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-66.825,41.9967
"4086",4085,59,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.0017,41.9117
"4091",4090,50,1994,243,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,8,"GB",10194.647229,"BANK",-67.2017,41.1817
